nr_sessions,total_km,km_Z3_4,km_Z5_T1_T2,km_sprinting,strength_training,hours_alternative,perceived_exertion,perceived_trainingSuccess,perceived_recovery,nr_sessions_1,total_km_1,km_Z3_4_1,km_Z5_T1_T2_1,km_sprinting_1,strength_training_1,hours_alternative_1,perceived_exertion_1,perceived_trainingSuccess_1,perceived_recovery_1,nr_sessions_2,total_km_2,km_Z3_4_2,km_Z5_T1_T2_2,km_sprinting_2,strength_training_2,hours_alternative_2,perceived_exertion_2,perceived_trainingSuccess_2,perceived_recovery_2,nr_sessions_3,total_km_3,km_Z3_4_3,km_Z5_T1_T2_3,km_sprinting_3,strength_training_3,hours_alternative_3,perceived_exertion_3,perceived_trainingSuccess_3,perceived_recovery_3,nr_sessions_4,total_km_4,km_Z3_4_4,km_Z5_T1_T2_4,km_sprinting_4,strength_training_4,hours_alternative_4,perceived_exertion_4,perceived_trainingSuccess_4,perceived_recovery_4,nr_sessions_5,total_km_5,km_Z3_4_5,km_Z5_T1_T2_5,km_sprinting_5,strength_training_5,hours_alternative_5,perceived_exertion_5,perceived_trainingSuccess_5,perceived_recovery_5,nr_sessions_6,total_km_6,km_Z3_4_6,km_Z5_T1_T2_6,km_sprinting_6,strength_training_6,hours_alternative_6,perceived_exertion_6,perceived_trainingSuccess_6,perceived_recovery_6,athlete_id,injury,date
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.17,1.0,6.7,0.0,2.7,0.0,0.0,0.0,0.11,0.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,1.25,0.1,0.0,0.17,1.0,4.7,0.0,0.0,0.7,0.0,0.0,0.12,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0,0,88
1.0,6.7,0.0,2.7,0.0,0.0,0.0,0.11,0.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,1.25,0.1,0.0,0.17,1.0,4.7,0.0,0.0,0.7,0.0,0.0,0.12,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.16,0,0,89
1.0,0.0,0.0,0.0,0.0,0.0,1.25,0.1,0.0,0.17,1.0,4.7,0.0,0.0,0.7,0.0,0.0,0.12,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.16,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.18,0,0,90
1.0,4.7,0.0,0.0,0.7,0.0,0.0,0.12,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.16,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.18,2.0,4.5,0.0,0.0,0.5,1.0,0.0,0.1,0.0,0.16,0,0,91
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.16,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.18,2.0,4.5,0.0,0.0,0.5,1.0,0.0,0.1,0.0,0.16,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.17,0,0,92
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.16,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.18,2.0,4.5,0.0,0.0,0.5,1.0,0.0,0.1,0.0,0.16,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.17,1.0,6.5,0.0,2.0,0.0,0.0,0.0,0.11,0.0,0.18,0,0,93
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.16,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.18,2.0,4.5,0.0,0.0,0.5,1.0,0.0,0.1,0.0,0.16,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.17,1.0,6.5,0.0,2.0,0.0,0.0,0.0,0.11,0.0,0.18,2.0,0.0,0.0,0.0,0.0,1.0,0.5,0.1,0.0,0.18,0,0,94
1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.16,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.18,2.0,4.5,0.0,0.0,0.5,1.0,0.0,0.1,0.0,0.16,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.17,1.0,6.5,0.0,2.0,0.0,0.0,0.0,0.11,0.0,0.18,2.0,0.0,0.0,0.0,0.0,1.0,0.5,0.1,0.0,0.18,1.0,6.1,0.0,1.6,0.0,0.0,0.0,0.12,0.0,0.17,0,0,95
2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.18,2.0,4.5,0.0,0.0,0.5,1.0,0.0,0.1,0.0,0.16,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.17,1.0,6.5,0.0,2.0,0.0,0.0,0.0,0.11,0.0,0.18,2.0,0.0,0.0,0.0,0.0,1.0,0.5,0.1,0.0,0.18,1.0,6.1,0.0,1.6,0.0,0.0,0.0,0.12,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0,0,96
2.0,4.5,0.0,0.0,0.5,1.0,0.0,0.1,0.0,0.16,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.17,1.0,6.5,0.0,2.0,0.0,0.0,0.0,0.11,0.0,0.18,2.0,0.0,0.0,0.0,0.0,1.0,0.5,0.1,0.0,0.18,1.0,6.1,0.0,1.6,0.0,0.0,0.0,0.12,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,6.9,0.0,2.4,0.0,0.0,0.0,0.12,0.0,0.17,0,0,97
1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.17,1.0,6.5,0.0,2.0,0.0,0.0,0.0,0.11,0.0,0.18,2.0,0.0,0.0,0.0,0.0,1.0,0.5,0.1,0.0,0.18,1.0,6.1,0.0,1.6,0.0,0.0,0.0,0.12,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,6.9,0.0,2.4,0.0,0.0,0.0,0.12,0.0,0.17,2.0,3.0,0.0,0.0,0.0,1.0,0.5,0.09,0.0,0.16,0,0,98
1.0,6.5,0.0,2.0,0.0,0.0,0.0,0.11,0.0,0.18,2.0,0.0,0.0,0.0,0.0,1.0,0.5,0.1,0.0,0.18,1.0,6.1,0.0,1.6,0.0,0.0,0.0,0.12,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,6.9,0.0,2.4,0.0,0.0,0.0,0.12,0.0,0.17,2.0,3.0,0.0,0.0,0.0,1.0,0.5,0.09,0.0,0.16,2.0,4.3,0.0,0.0,0.3,0.0,0.58,0.1,0.0,0.17,0,0,99
2.0,0.0,0.0,0.0,0.0,1.0,0.5,0.1,0.0,0.18,1.0,6.1,0.0,1.6,0.0,0.0,0.0,0.12,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,6.9,0.0,2.4,0.0,0.0,0.0,0.12,0.0,0.17,2.0,3.0,0.0,0.0,0.0,1.0,0.5,0.09,0.0,0.16,2.0,4.3,0.0,0.0,0.3,0.0,0.58,0.1,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0,0,100
1.0,6.1,0.0,1.6,0.0,0.0,0.0,0.12,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,6.9,0.0,2.4,0.0,0.0,0.0,0.12,0.0,0.17,2.0,3.0,0.0,0.0,0.0,1.0,0.5,0.09,0.0,0.16,2.0,4.3,0.0,0.0,0.3,0.0,0.58,0.1,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,4.6,0.0,1.6,0.0,0.0,0.0,0.11,0.0,0.17,0,0,101
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,6.9,0.0,2.4,0.0,0.0,0.0,0.12,0.0,0.17,2.0,3.0,0.0,0.0,0.0,1.0,0.5,0.09,0.0,0.16,2.0,4.3,0.0,0.0,0.3,0.0,0.58,0.1,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,4.6,0.0,1.6,0.0,0.0,0.0,0.11,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0,0,102
1.0,6.9,0.0,2.4,0.0,0.0,0.0,0.12,0.0,0.17,2.0,3.0,0.0,0.0,0.0,1.0,0.5,0.09,0.0,0.16,2.0,4.3,0.0,0.0,0.3,0.0,0.58,0.1,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,4.6,0.0,1.6,0.0,0.0,0.0,0.11,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0,0,103
2.0,3.0,0.0,0.0,0.0,1.0,0.5,0.09,0.0,0.16,2.0,4.3,0.0,0.0,0.3,0.0,0.58,0.1,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,4.6,0.0,1.6,0.0,0.0,0.0,0.11,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0,0,104
2.0,4.3,0.0,0.0,0.3,0.0,0.58,0.1,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,4.6,0.0,1.6,0.0,0.0,0.0,0.11,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0,0,105
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,4.6,0.0,1.6,0.0,0.0,0.0,0.11,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0,0,106
1.0,4.6,0.0,1.6,0.0,0.0,0.0,0.11,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.16,0,0,107
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.16,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.18,0,0,108
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.16,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.18,1.0,4.3,0.0,0.0,0.3,0.0,0.0,0.09,0.0,0.18,0,0,109
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.16,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.18,1.0,4.3,0.0,0.0,0.3,0.0,0.0,0.09,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0,0,110
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.16,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.18,1.0,4.3,0.0,0.0,0.3,0.0,0.0,0.09,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,4.4,0.0,0.4,0.0,0.0,0.0,0.11,0.0,0.17,0,0,111
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.16,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.18,1.0,4.3,0.0,0.0,0.3,0.0,0.0,0.09,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,4.4,0.0,0.4,0.0,0.0,0.0,0.11,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0,0,112
1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.16,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.18,1.0,4.3,0.0,0.0,0.3,0.0,0.0,0.09,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,4.4,0.0,0.4,0.0,0.0,0.0,0.11,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,4.0,0.0,0.5,0.0,0.0,0.0,0.11,0.0,0.18,0,0,113
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.18,1.0,4.3,0.0,0.0,0.3,0.0,0.0,0.09,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,4.4,0.0,0.4,0.0,0.0,0.0,0.11,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,4.0,0.0,0.5,0.0,0.0,0.0,0.11,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0,0,114
1.0,4.3,0.0,0.0,0.3,0.0,0.0,0.09,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,4.4,0.0,0.4,0.0,0.0,0.0,0.11,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,4.0,0.0,0.5,0.0,0.0,0.0,0.11,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.16,0,0,115
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,4.4,0.0,0.4,0.0,0.0,0.0,0.11,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,4.0,0.0,0.5,0.0,0.0,0.0,0.11,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.16,1.0,4.5,0.0,0.5,0.0,0.0,0.0,0.11,0.0,0.17,0,0,116
1.0,4.4,0.0,0.4,0.0,0.0,0.0,0.11,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,4.0,0.0,0.5,0.0,0.0,0.0,0.11,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.16,1.0,4.5,0.0,0.5,0.0,0.0,0.0,0.11,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.08,0.1,0.0,0.17,0,0,117
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,4.0,0.0,0.5,0.0,0.0,0.0,0.11,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.16,1.0,4.5,0.0,0.5,0.0,0.0,0.0,0.11,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.08,0.1,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0,0,118
1.0,4.0,0.0,0.5,0.0,0.0,0.0,0.11,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.16,1.0,4.5,0.0,0.5,0.0,0.0,0.0,0.11,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.08,0.1,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,5.6,0.0,0.6,0.0,0.0,0.0,0.11,0.0,0.18,0,0,119
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.16,1.0,4.5,0.0,0.5,0.0,0.0,0.0,0.11,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.08,0.1,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,5.6,0.0,0.6,0.0,0.0,0.0,0.11,0.0,0.18,1.0,8.0,6.0,0.0,0.0,0.0,0.0,0.09,0.0,0.16,0,0,120
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.16,1.0,4.5,0.0,0.5,0.0,0.0,0.0,0.11,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.08,0.1,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,5.6,0.0,0.6,0.0,0.0,0.0,0.11,0.0,0.18,1.0,8.0,6.0,0.0,0.0,0.0,0.0,0.09,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0,0,121
1.0,4.5,0.0,0.5,0.0,0.0,0.0,0.11,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.08,0.1,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,5.6,0.0,0.6,0.0,0.0,0.0,0.11,0.0,0.18,1.0,8.0,6.0,0.0,0.0,0.0,0.0,0.09,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09,0.0,0.18,0,0,122
1.0,0.0,0.0,0.0,0.0,0.0,1.08,0.1,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,5.6,0.0,0.6,0.0,0.0,0.0,0.11,0.0,0.18,1.0,8.0,6.0,0.0,0.0,0.0,0.0,0.09,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0,0,123
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,5.6,0.0,0.6,0.0,0.0,0.0,0.11,0.0,0.18,1.0,8.0,6.0,0.0,0.0,0.0,0.0,0.09,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,4.8,0.0,0.8,0.0,0.0,0.0,0.12,0.0,0.18,0,0,124
1.0,5.6,0.0,0.6,0.0,0.0,0.0,0.11,0.0,0.18,1.0,8.0,6.0,0.0,0.0,0.0,0.0,0.09,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,4.8,0.0,0.8,0.0,0.0,0.0,0.12,0.0,0.18,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.16,0,0,125
1.0,8.0,6.0,0.0,0.0,0.0,0.0,0.09,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,4.8,0.0,0.8,0.0,0.0,0.0,0.12,0.0,0.18,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0,0,126
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,4.8,0.0,0.8,0.0,0.0,0.0,0.12,0.0,0.18,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,4.4,0.0,0.4,0.0,0.0,0.0,0.11,0.0,0.18,0,0,127
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,4.8,0.0,0.8,0.0,0.0,0.0,0.12,0.0,0.18,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,4.4,0.0,0.4,0.0,0.0,0.0,0.11,0.0,0.18,1.0,6.2,0.0,2.2,0.0,0.0,0.0,0.13,0.0,0.15,0,0,128
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,4.8,0.0,0.8,0.0,0.0,0.0,0.12,0.0,0.18,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,4.4,0.0,0.4,0.0,0.0,0.0,0.11,0.0,0.18,1.0,6.2,0.0,2.2,0.0,0.0,0.0,0.13,0.0,0.15,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11,0.0,0.16,0,0,129
1.0,4.8,0.0,0.8,0.0,0.0,0.0,0.12,0.0,0.18,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,4.4,0.0,0.4,0.0,0.0,0.0,0.11,0.0,0.18,1.0,6.2,0.0,2.2,0.0,0.0,0.0,0.13,0.0,0.15,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11,0.0,0.16,1.0,7.2,0.0,3.2,0.0,0.0,0.0,0.1,0.0,0.17,0,0,130
1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,4.4,0.0,0.4,0.0,0.0,0.0,0.11,0.0,0.18,1.0,6.2,0.0,2.2,0.0,0.0,0.0,0.13,0.0,0.15,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11,0.0,0.16,1.0,7.2,0.0,3.2,0.0,0.0,0.0,0.1,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0,0,131
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,4.4,0.0,0.4,0.0,0.0,0.0,0.11,0.0,0.18,1.0,6.2,0.0,2.2,0.0,0.0,0.0,0.13,0.0,0.15,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11,0.0,0.16,1.0,7.2,0.0,3.2,0.0,0.0,0.0,0.1,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,1.0,5.8,0.0,1.8,0.0,0.0,0.0,0.11,0.0,0.17,0,0,132
